DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Label,Debug_Total,Version_Combined,Linker_Sum,Export_Ratio,Stack_to_Resource
84,4528,10,10,10416,593,16384,14,10,5,262144,16704,1032,0,0,4612,100,24,0.056926178362292405,253.76960309777348
84,13120,10,10,14176,596,12560,14,10,6,262144,16736,1032,0,0,13204,100,24,0.042039923820272274,253.76960309777348
28,4224,6,6,10144,593,4096,9,0,4,262144,320,1032,0,0,4252,36,9,0.05845243962543125,253.76960309777348
28,4352,6,6,12272,593,4096,9,0,5,262144,320,1032,0,0,4380,36,9,0.04831744479752302,253.76960309777348
28,4832,6,6,48320,106,4096,9,0,5,262144,64,257248,0,0,4860,36,9,0.0021936632106123633,1.019028256669608
28,4480,6,6,30320,107,4096,9,0,5,262144,64,952,0,0,4508,36,9,0.0035289073579367436,275.07240293809025
28,4480,6,6,10128,267,4096,8,0,5,262144,64,968,0,0,4508,36,8,0.02635995656037121,270.5304437564499
28,4544,6,6,15472,200,4096,8,0,5,262144,64,1120,0,0,4572,36,8,0.012925741614425128,233.84834968777878
28,4544,6,6,57984,107,4096,9,0,5,262144,64,960,0,0,4572,36,9,0.0018453048202121238,272.78251821019774
28,4576,6,6,31456,592,4096,8,0,5,262144,64,992,0,0,4604,36,8,0.018819340687287408,263.99194360523666
84,278480,10,10,2091392,13263,2142208,14,10,7,262144,16704,70760,0,0,278564,100,24,0.006341706221642704,3.7046395613402865
84,1935584,10,10,2061264,5620,1907584,14,10,7,262144,16736,297912,1,0,1935668,100,24,0.0027264810686641458,0.8799347460500213
84,667760,10,10,735984,748,646480,14,10,7,262144,16736,266112,0,0,667844,100,24,0.00101632506097271,0.9850852833194921
84,45360,10,10,48128,164,38176,14,10,6,262144,16736,6936,0,0,45444,100,24,0.0034075089862660767,37.78924607178896
28,105408,0,4,0,0,8192,11,0,3,1048576,34112,1456,0,0,105436,0,11,0.0,719.681537405628
84,111664,10,10,132560,208,92936,14,10,6,262144,16736,13232,0,0,111748,100,24,0.0015690889477297245,19.809869266228368
28,11868,0,4,0,0,8192,11,0,3,1048576,34112,1016,0,0,11896,0,11,0.0,1031.0481809242872
84,105840,10,10,110112,176,102672,14,10,6,262144,16736,193536,1,0,105924,100,24,0.0015983580503664417,1.3544903558492691
84,27808,10,10,0,0,53248,14,10,6,524288,49504,1200,0,0,27892,100,24,0.0,436.5428809325562
28,161576,0,4,0,0,8192,48,0,3,1048576,34144,2424,0,0,161604,0,48,0.0,432.40247422680415
56,226256,10,6,279168,19724,208896,14,12,6,1048576,16736,1032,0,0,226312,60,26,0.07065254379963391,1015.0784123910939
84,74704,10,10,0,0,70184,14,10,8,524288,49632,50680,0,0,74788,100,24,0.0,10.344862966397663
84,29088,0,6,30080,96,28672,14,0,5,1048576,320,0,0,0,29172,0,14,0.003191383265184003,1048576.0
28,22528,0,6,24432,104,20480,14,0,6,1048576,352,0,0,0,22556,0,14,0.004256538288380469,1048576.0
0,0,0,4,40960,103,45636,2,29,11,2097152,0,0,0,0,0,0,31,0.002514587046214692,2097152.0
28,22512,0,6,24416,104,20480,14,0,6,1048576,352,0,0,0,22540,0,14,0.004259327517713069,1048576.0
28,17856,0,6,18672,104,16384,14,0,5,1048576,320,0,0,0,17884,0,14,0.005569538906442457,1048576.0
84,25008,0,6,26000,104,24576,14,0,5,1048576,320,0,0,0,25092,0,14,0.003999846159763086,1048576.0
28,8816,0,6,0,0,8192,14,0,7,2300000,33120,60368,0,0,8844,0,14,0.0,38.09902433368119
0,0,0,4,0,0,33320,2,29,10,2097152,0,61560,0,0,0,0,31,0.0,34.06624323841393
56,12280,0,4,0,0,8192,48,0,3,1048576,34112,1260,0,0,12336,0,48,0.0,831.543219666931
56,12272,0,4,0,0,0,48,0,2,4194304,34144,1260,0,0,12328,0,48,0.0,3326.172878667724
28,470600,0,4,0,0,8192,11,0,3,1048576,34144,1360,0,0,470628,0,11,0.0,770.4452608376193
56,21972,0,4,0,0,8192,48,0,3,1048576,34144,1128,0,0,22028,0,48,0.0,928.7652790079717
56,59088,0,5,0,0,0,11,0,4,0,33088,1122,0,0,59144,0,11,0.0,0.0
56,49456,0,5,0,0,0,11,0,4,0,34112,1122,0,0,49512,0,11,0.0,0.0
0,0,0,4,0,0,8192,11,0,3,1048576,34112,1088,0,0,0,0,11,0.0,962.8797061524334
56,34944,0,4,0,0,8192,48,0,3,1048576,34144,1116,0,0,35000,0,48,0.0,938.7430617726052
56,87664,0,5,0,0,0,11,0,4,0,33088,1112,0,0,87720,0,11,0.0,0.0
0,0,0,4,0,0,8192,11,0,3,1048576,34112,1080,0,0,0,0,11,0.0,970.0055504162813
56,95624,0,4,0,0,8192,48,0,3,1048576,34144,1256,0,0,95680,0,48,0.0,834.189339697693
56,121412,0,4,0,0,8192,48,0,3,1048576,34144,1360,0,0,121468,0,48,0.0,770.4452608376193
0,0,0,4,0,0,8192,8,0,3,1048576,34112,1328,0,0,0,0,8,0.0,788.9962377727614
84,89696,10,10,0,0,73376,14,10,6,524288,49504,1880,0,0,89780,100,24,0.0,278.7283359914939
84,21152,10,10,0,0,98304,14,10,5,262144,49472,1880,0,0,21236,100,24,0.0,139.36416799574695
84,23104,10,10,0,0,118784,14,10,6,524288,49504,1880,0,0,23188,100,24,0.0,278.7283359914939
56,4096,10,10,0,0,0,14,10,2,262144,320,6016,0,0,4152,100,24,0.0,43.56722619245471
56,4096,10,10,0,0,0,14,10,2,262144,352,6016,0,0,4152,100,24,0.0,43.56722619245471
56,4096,10,10,0,0,0,14,10,2,262144,1344,6016,0,0,4152,100,24,0.0,43.56722619245471
84,21760,10,10,144320,184,163840,14,10,5,262144,16704,1600,0,0,21844,100,24,0.0012749357335384316,163.73766396002497
84,152176,10,10,169904,184,133648,14,10,6,262144,16736,1600,0,0,152260,100,24,0.001082958123657338,163.73766396002497
28,5488,6,6,247072,184,4096,9,0,5,262144,320,1600,0,0,5516,36,9,0.0007447191720665553,163.73766396002497
28,4800,6,6,201072,184,4096,9,0,4,262144,320,1600,0,0,4828,36,9,0.0009150905392568868,163.73766396002497
56,358128,0,4,0,0,0,48,0,2,4194304,34144,1768,0,0,358184,0,48,0.0,2371.0028264556245
56,358132,0,4,0,0,8192,48,0,3,1048576,34112,1764,0,0,358188,0,48,0.0,594.0940509915014
56,358128,0,4,0,0,0,48,0,2,4194304,34112,1768,0,0,358184,0,48,0.0,2371.0028264556245
84,405456,10,10,413008,84,362736,14,10,6,262144,16736,212456,0,0,405540,100,24,0.00020338539838114908,1.2338685004495027
84,88848,10,10,301840,81,307200,14,10,5,262144,17728,212456,0,0,88932,100,24,0.0002683532058269089,1.2338685004495027
56,4096,10,10,0,0,0,14,10,2,262144,1344,1240,0,0,4152,100,24,0.0,211.23609991941981
28,4496,6,6,0,0,4096,9,0,4,262144,33088,5768,0,0,4524,36,9,0.0,45.44011093777085
28,4480,6,6,0,0,4096,9,0,4,262144,33088,2056,0,0,4508,36,9,0.0,127.4399611084103
28,37184,0,4,44368,60,36864,8,0,5,262144,320,1560,0,0,37212,0,8,0.0013522955216479975,167.93337604099935
28,37488,0,4,46416,60,36864,8,0,6,262144,320,1568,0,0,37516,0,8,0.0012926298554408946,167.07711918419375
84,145488,10,10,170480,180,128760,14,10,6,262144,16736,2952,0,0,145572,100,24,0.0010558361342319672,88.772096173383
84,11536,10,10,40640,396,49152,14,10,5,262144,16704,3128,0,0,11620,100,24,0.009743854727984055,83.7788430808565
84,46096,10,10,53616,396,40336,14,10,6,262144,16736,3128,0,0,46180,100,24,0.007385717216554451,83.7788430808565
84,11648,10,10,12592,168,10512,14,10,6,262144,16736,1048,0,0,11732,100,24,0.013340744858254585,249.89895138226882
84,12208,10,10,73568,165,81920,14,10,5,262144,16704,2944,0,0,12292,100,24,0.0022427924805284833,89.01324278438031
28,5136,6,6,0,0,4096,9,0,5,524288,33088,1352,0,0,5164,36,9,0.0,387.50036954915004
28,4800,6,6,0,0,4096,9,0,5,524288,33088,1864,0,0,4828,36,9,0.0,281.11957104557644
28,4912,6,6,0,0,4096,9,0,5,524288,33088,25784,0,0,4940,36,9,0.0,20.333061857669186
28,4800,6,6,0,0,4096,9,0,5,524288,33088,2408,0,0,4828,36,9,0.0,217.63719385637194
28,5264,6,6,0,0,4096,9,0,5,1048576,33088,2040,0,0,5292,36,9,0.0,513.7560019598236
56,4096,10,10,0,0,0,14,10,2,262144,352,1240,0,0,4152,100,24,0.0,211.23609991941981
28,4640,6,6,0,0,4096,9,0,5,524288,33088,52728,0,0,4668,36,9,0.0,9.943067382275409
28,4992,6,6,0,0,4096,9,0,5,524288,33088,1832,0,0,5020,36,9,0.0,286.02727768685213
28,7120,6,6,0,0,4096,9,0,5,524288,33088,6088,0,0,7148,36,9,0.0,86.10412218755133
28,7224748,0,4,0,0,8192,8,0,3,1048576,34112,1272,0,0,7224776,0,8,0.0,823.7046347211312
0,0,0,4,0,0,8192,8,0,3,1048576,1344,1228,0,0,0,0,8,0.0,853.1944670463791
0,0,0,4,0,0,8192,8,0,3,1048576,1344,1368,0,0,0,0,8,0.0,765.9430241051863
0,0,0,4,0,0,8192,8,0,3,1048576,1344,1240,0,0,0,0,8,0.0,844.9443996776793
0,0,0,4,0,0,8192,8,0,3,1048576,1344,1380,0,0,0,0,8,0.0,759.2874728457639
0,0,0,4,0,0,8192,8,0,3,1048576,1344,1276,0,0,0,0,8,0.0,821.1245105716523
0,0,0,4,0,0,8192,8,0,3,1048576,1344,1252,0,0,0,0,8,0.0,836.8523543495611
28,65232,0,4,0,0,8192,11,0,3,1048576,34112,1632,0,0,65260,0,11,0.0,642.1163502755664
56,20960,0,4,0,0,8192,48,0,3,1048576,34144,1360,0,0,21016,0,48,0.0,770.4452608376193
56,1416732,0,5,0,0,0,11,0,4,0,33088,1324,0,0,1416788,0,11,0.0,0.0
56,1716016,0,5,0,0,0,11,0,4,0,33088,1356,0,0,1716072,0,11,0.0,0.0
28,170572,0,5,0,0,0,8,0,5,0,34112,1280,0,0,170600,0,8,0.0,0.0
56,500916,0,4,0,0,8192,48,0,3,1048576,34144,1344,0,0,500972,0,48,0.0,779.6104089219331
28,54580,0,4,0,0,8192,8,0,3,1048576,1344,1144,0,0,54608,0,8,0.0,915.7868995633188
28,66404,0,4,0,0,8192,11,0,3,1048576,34112,1376,0,0,66432,0,11,0.0,761.4931009440813
84,13456,10,10,0,0,12560,14,10,6,524288,49504,2080,0,0,13540,100,24,0.0,251.9404132628544
28,4368,6,6,0,0,4096,9,0,4,262144,33088,2080,0,0,4396,36,9,0.0,125.9702066314272
28,4624,6,6,0,0,4096,9,0,5,524288,33088,2080,0,0,4652,36,9,0.0,251.9404132628544
84,4448,10,10,0,0,16384,14,10,5,262144,49472,2080,0,0,4532,100,24,0.0,125.9702066314272
84,63888,10,10,817584,631,827392,14,10,6,262144,16704,20728,0,0,63972,100,24,0.0007717851966462202,12.646244391914708
84,880224,10,10,1008144,632,844616,14,10,7,262144,16736,20728,0,0,880308,100,24,0.0006268939487871288,12.646244391914708
84,36224,10,10,292336,414,299008,14,10,5,262144,16704,3288,0,0,36308,100,24,0.0014161737994164269,79.70325326847066
84,335584,10,10,343168,416,308800,14,10,6,262144,16736,3288,0,0,335668,100,24,0.0012122307084847408,79.70325326847066
84,113568,10,10,655328,143,667648,14,10,5,262144,16704,1304,0,0,113652,100,24,0.00021821100546443083,200.87662835249043
84,752192,10,10,797328,144,640888,14,10,6,262144,16736,1304,0,0,752276,100,24,0.00018060298822694272,200.87662835249043
84,715424,10,10,757648,176,587088,14,10,6,262144,16736,1024,0,0,715508,100,24,0.00023229754147369034,255.75024390243902
84,92576,10,10,96336,80,82240,14,10,6,262144,16736,147680,0,0,92660,100,24,0.000830418219375733,1.7750692370717966
28,5728,6,6,134928,117,4096,9,0,5,262144,320,147680,0,0,5756,36,9,0.0008671227089802785,1.7750692370717966
28,144304,0,4,174352,173,143360,8,0,6,1048576,0,8008,0,0,144332,0,8,0.0009922398811606338,130.92470970158573
28,140208,0,4,176672,180,139264,8,0,6,1048576,0,16440,0,0,140236,0,8,0.0010188314003837598,63.77811568639377
28,370128,0,4,458944,180,368640,8,0,7,1048576,0,19184,0,0,370156,0,8,0.00039220385885018903,54.65603335939536
28,103328,0,4,131296,174,102400,8,0,6,1048576,0,8352,0,0,103356,0,8,0.0013252397236799014,125.53286244463067
84,49776,10,10,0,0,45328,14,10,6,524288,49504,2072,0,0,49860,100,24,0.0,252.91268692715872
84,2542080,10,6,2776336,86,2285568,12,10,7,1048576,49504,256076,0,0,2542164,60,22,3.0976066666258454e-05,4.094768370451075
28,6528,8,5,0,0,4096,8,0,4,1048576,33088,183348,0,0,6556,40,8,0.0,5.719016738569613
28,1759728,9,5,0,0,1757184,9,0,6,1048576,32832,224720,0,0,1759756,45,9,0.0,4.666123771254133
56,45460,0,4,0,0,8192,48,0,3,1048576,34144,13320,0,0,45516,0,48,0.0,78.71601231138803
56,178052,0,5,0,0,0,11,0,4,0,33088,960,0,0,178108,0,11,0.0,0.0
56,142304,0,5,0,0,0,11,0,4,0,34112,960,0,0,142360,0,11,0.0,0.0
0,0,9,5,0,0,0,9,0,1,1048576,1344,224208,0,0,0,45,9,0.0,4.676779255070047
0,0,8,5,0,0,0,8,0,2,1048576,1088,182696,0,0,0,40,8,0.0,5.739426482098776
0,0,8,5,0,0,0,8,0,1,1048576,0,182696,0,0,0,40,8,0.0,5.739426482098776
0,0,9,5,0,0,0,9,0,1,1048576,64,224208,0,0,0,45,9,0.0,4.676779255070047
0,0,8,5,0,0,0,8,0,2,1048576,1024,182696,0,0,0,40,8,0.0,5.739426482098776
28,4096,10,6,0,0,0,12,10,2,1048576,1344,255480,0,0,4124,60,22,0.0,4.104320869262294
28,4096,10,6,0,0,0,12,10,2,1048576,352,255480,0,0,4124,60,22,0.0,4.104320869262294
0,0,8,5,0,0,0,8,0,1,1048576,64,182696,0,0,0,40,8,0.0,5.739426482098776
56,75924,0,4,0,0,8192,48,0,3,1048576,34144,18320,0,0,75980,0,48,0.0,57.23355712024453
56,300104,0,5,0,0,0,11,0,4,0,33088,1000,0,0,300160,0,11,0.0,0.0
56,234316,0,5,0,0,0,11,0,4,0,34112,1000,0,0,234372,0,11,0.0,0.0
28,4096,10,6,0,0,0,14,10,2,1048576,1344,243624,0,0,4124,60,24,0.0,4.304057465366855
56,2205008,0,5,2219632,5192,2207744,10,10,5,1048576,320,138496,1,0,2205064,0,20,0.0023391254319970914,7.571109843534517
0,0,0,5,0,0,0,10,10,1,1048576,1344,148536,0,0,0,0,20,0.0,7.059358947602281
84,1091056,0,6,1482752,3464,1097728,14,10,7,1048576,320,588352,1,0,1091140,0,24,0.002336194902320211,1.7822225772622897
28,4096,0,6,4128,52,0,14,10,2,1048576,1344,2120940,1,0,4124,0,24,0.012593848389440542,0.4943918760587871
28,4096,0,6,4128,56,0,14,10,2,1048576,1344,5409624,1,0,4124,0,24,0.013562605957859046,0.19383524736002958
84,36176,10,10,38960,152,33264,14,10,7,262144,16736,1024,0,0,36260,100,24,0.003901337234670568,255.75024390243902
28,278668,10,10,200960,23833,282624,11,0,6,1048576,352,956,0,0,278696,100,11,0.11859515030279506,1095.6907001044933
28,57556,10,10,45280,2479,61440,11,0,6,1048576,352,972,0,0,57584,100,11,0.054747024138159496,1077.6731757451182
28,125876,10,10,110816,2488,126976,11,0,6,1048576,352,988,0,0,125904,100,11,0.02245142893238402,1060.2386248736098
28,17208,10,10,12512,743,20480,11,0,6,1048576,352,972,0,0,17236,100,11,0.05937824662351155,1077.6731757451182
28,10440,10,10,8400,361,12288,11,0,6,1048576,352,988,1,0,10468,100,11,0.04297107487203904,1060.2386248736098
28,10756,10,10,8400,314,12288,11,0,6,1048576,352,972,0,0,10784,100,11,0.037376502797286035,1077.6731757451182
84,9328,10,10,95120,1380,102400,14,10,5,262144,16704,1048,0,0,9412,100,24,0.014507837386066168,249.89895138226882
84,103952,10,10,127664,1380,98784,14,10,6,262144,16736,1048,0,0,104036,100,24,0.010809540594524733,249.89895138226882
56,9523408,0,6,9990720,69976,5939200,14,10,6,1048576,320,414984,1,0,9523464,0,24,0.007004099103558191,2.5267804860416643
84,7180,0,6,0,0,8192,14,10,5,1048576,320,531368,0,0,7264,0,24,0.0,1.9733480876754195
28,12784,0,5,17904,232,12288,10,0,6,1048576,320,928,0,0,12812,0,10,0.0129572745043284,1128.7147470398277
28,12528,0,5,16960,246,12288,10,0,5,1048576,320,952,0,0,12556,0,10,0.01450386180060138,1100.289611752361
28,49552,0,5,0,0,49152,10,0,5,1048576,33088,20644,0,0,49580,0,10,0.0,50.79079680310002
84,356896,10,10,496688,936,333888,14,10,7,262144,16736,40784,0,0,356980,100,24,0.0018844790200709097,6.427461076376119
28,5712,6,6,420944,935,4096,9,0,5,262144,320,30416,0,0,5740,36,9,0.002221192792407559,8.618338429167899
28,5392,6,6,0,0,4096,9,0,5,524288,33088,2096,0,0,5420,36,9,0.0,250.01812112541725
84,12080,10,10,0,0,73728,14,10,6,262144,49472,2096,0,0,12164,100,24,0.0,125.00906056270863
84,71872,10,10,0,0,61776,14,10,7,524288,49504,2096,0,0,71956,100,24,0.0,250.01812112541725
28,4768,6,6,0,0,4096,9,0,4,262144,33088,2096,0,0,4796,36,9,0.0,125.00906056270863
84,4768,10,10,24464,2344,32768,14,10,5,262144,16704,1048,0,0,4852,100,24,0.09581034130390353,249.89895138226882
28,4384,6,6,0,0,4096,9,0,4,262144,33088,2064,0,0,4412,36,9,0.0,126.94624697336562
28,4672,6,6,0,0,4096,9,0,5,524288,33088,2064,0,0,4700,36,9,0.0,253.89249394673124
56,15992,0,4,0,0,8192,48,0,3,1048576,34112,1056,0,0,16048,0,48,0.0,992.0302743614002
28,5184,6,6,0,0,4096,9,0,5,524288,33088,7048,0,0,5212,36,9,0.0,74.37764221875443
28,5168,6,6,211744,48514,4096,9,0,4,262144,33088,2016,0,0,5196,36,9,0.2291152093319795,129.9672781358453
28,6176,6,6,274112,48878,4096,9,0,5,524288,33088,2016,0,0,6204,36,9,0.17831332333745573,259.9345562716906
84,33168,10,10,81376,108,86016,14,10,5,262144,16704,1048,0,0,33252,100,24,0.0013271563218108311,249.89895138226882
84,100048,10,10,106400,108,78864,14,10,6,262144,16736,1048,0,0,100132,100,24,0.0010150280542476104,249.89895138226882
84,62304,10,10,70096,1420,53992,14,10,7,262144,16736,1024,0,0,62388,100,24,0.020257642980441387,255.75024390243902
28,11892,0,4,0,0,8192,48,0,3,1048576,34112,1032,0,0,11920,0,48,0.0,1015.0784123910939
56,1457120,10,6,1959536,136,1089536,14,12,6,1048576,352,1016,0,0,1457176,60,26,6.940415006197893e-05,1031.0481809242872
56,252256,10,6,1446896,144,1626112,14,12,5,1048576,320,1016,0,0,252312,60,26,9.952332474253523e-05,1031.0481809242872
56,252288,10,6,1499728,144,1703936,14,12,5,1048576,320,1016,0,0,252344,60,26,9.601734713404888e-05,1031.0481809242872
56,1424208,10,6,1894160,136,1056768,14,12,6,1048576,352,1016,0,0,1424264,60,26,7.179959887253512e-05,1031.0481809242872
56,6506176,10,6,7716256,180,5824512,14,12,6,1048576,352,1152,0,0,6506232,60,26,2.3327372325727356e-05,909.4327840416305
56,385840,10,6,5318256,192,5525504,14,12,5,1048576,320,1152,0,0,385896,60,26,3.61020537367788e-05,909.4327840416305
56,385664,10,6,5372080,192,5603328,14,12,5,1048576,320,1152,0,0,385720,60,26,3.57403397305439e-05,909.4327840416305
56,6478272,10,6,7655360,180,5795840,14,12,6,1048576,352,1152,0,0,6478328,60,26,2.351293426920037e-05,909.4327840416305
56,5558608,10,6,6264192,220,5447680,14,12,6,1048576,352,1008,0,0,5558664,60,26,3.512024613545592e-05,1039.222993062438
56,99696,10,6,5372784,232,6729728,14,12,5,1048576,320,1008,0,0,99752,60,26,4.318058511554064e-05,1039.222993062438
56,106064,10,6,5410704,232,6758400,14,12,5,1048576,320,1008,0,0,106120,60,26,4.287796137471919e-05,1039.222993062438
56,5535408,10,6,6212544,220,5431296,14,12,6,1048576,352,1008,0,0,5535464,60,26,3.541221834208042e-05,1039.222993062438
56,19727568,0,5,0,0,0,11,0,4,0,34112,1136,0,0,19727624,0,11,0.0,0.0
84,877664,0,6,1343488,2461,880640,14,10,6,1048576,320,1144,0,0,877748,0,24,0.0018317976552096817,915.7868995633188
84,1107576,0,6,1458176,2461,1110016,14,10,8,1048576,16736,1144,0,0,1107660,0,24,0.0016877237811321944,915.7868995633188
84,236220,0,6,372736,2425,237568,14,10,8,1048576,16736,509196,0,0,236304,0,24,0.006505927772128874,2.059273719208872
84,92768,10,10,0,0,84928,14,10,6,524288,49504,95448,0,0,92852,100,24,0.0,5.492860061394043
84,25680,10,10,72832,109,77824,14,10,5,262144,16704,1040,0,0,25764,100,24,0.001496574355031373,251.81940441882804
84,84480,10,10,95280,112,59088,14,10,6,262144,16736,1040,0,0,84564,100,24,0.0011754704505620218,251.81940441882804
28,5840,5,5,2348224,153,4096,11,0,4,262144,320,2624,0,0,5868,25,11,6.515559624823005e-05,99.86438095238096
84,12536,0,6,20480,94,16384,14,10,6,1048576,320,1224,0,0,12620,0,24,0.004589619647478151,855.9804081632653
84,14476,0,6,20480,94,16384,14,10,8,1048576,16736,1224,0,0,14560,0,24,0.004589619647478151,855.9804081632653
56,22544,0,6,0,0,20480,14,10,7,1048576,33088,2428,0,0,22600,0,24,0.0,431.6904075751338
56,27664,0,6,0,0,24576,14,10,9,1048576,49504,2428,0,0,27720,0,24,0.0,431.6904075751338
84,62436,0,6,94208,171,65536,14,10,6,1048576,320,1232,0,0,62520,0,24,0.001815113205744674,850.426601784266
56,227196,5,5,221764,107,4096,11,0,4,262144,320,36216,0,0,227252,25,11,0.0004824927287894844,7.2381478311290275
28,5440,6,6,0,0,4096,9,0,5,524288,33088,4072,0,0,5468,36,9,0.0,128.72280874048613
84,68768,10,10,0,0,49624,14,10,7,524288,49504,4120,0,0,68852,100,24,0.0,127.22348944430964
84,143632,10,10,184880,184,128000,14,10,7,262144,16736,5696,0,0,143716,100,24,0.0009952347726375345,46.01439354045989
28,5072,6,6,186256,114,4096,9,0,5,262144,320,4816,0,0,5100,36,9,0.0006120575334081404,54.42059373053768
28,4576,6,6,19456,116,4096,9,0,5,262144,320,202168,0,0,4604,36,9,0.005961864624556714,1.2966577467366411
84,6176,10,10,0,0,28672,14,10,5,1048576,49472,2040,0,0,6260,100,24,0.0,513.7560019598236
84,24336,10,10,0,0,20864,14,10,6,1048576,49504,2040,0,0,24420,100,24,0.0,513.7560019598236
28,4688,6,6,0,0,4096,9,0,4,1048576,33088,2040,0,0,4716,36,9,0.0,513.7560019598236
84,6576,10,10,47088,986,53248,14,10,5,262144,16704,1312,0,0,6660,100,24,0.020939072819554462,199.65270373191166
84,58640,10,10,65504,988,54032,14,10,6,262144,16736,1312,0,0,58724,100,24,0.01508281810548813,199.65270373191166
28,5040,6,6,68976,119,4096,9,0,5,262144,320,3680,0,0,5068,36,9,0.0017252127520767792,71.21543058951372
56,4096,10,10,0,0,0,14,10,2,262144,352,1328,0,0,4152,100,24,0.0,197.24905944319036
84,4800,10,10,12864,233,20480,14,10,5,262144,16704,1008,0,0,4884,100,24,0.018111154294597746,259.8057482656095
84,14112,10,10,16448,236,13376,14,10,6,262144,16736,1008,0,0,14196,100,24,0.01434737674022737,259.8057482656095
28,4480,6,6,15056,233,4096,9,0,5,262144,320,1008,0,0,4508,36,9,0.015474530118881584,259.8057482656095
28,4288,6,6,11440,233,4096,9,0,4,262144,320,1008,0,0,4316,36,9,0.02036535267896163,259.8057482656095
28,3335604,0,4,0,0,8192,48,0,3,1048576,34144,138140,0,0,3335632,0,48,0.0,7.5906211769134435
56,101596,0,4,0,0,8192,48,0,3,1048576,34144,1132,0,0,101652,0,48,0.0,925.486319505737
56,102652,0,4,0,0,8192,48,0,3,1048576,34144,1104,0,0,102708,0,48,0.0,948.937556561086
56,104972,0,4,0,0,8192,48,0,3,1048576,34144,1092,0,0,105028,0,48,0.0,959.355901189387
56,465948,0,5,0,0,0,11,0,4,0,33088,1088,0,0,466004,0,11,0.0,0.0
56,355576,0,5,0,0,0,11,0,4,0,34112,1088,0,0,355632,0,11,0.0,0.0
0,0,0,4,0,0,8192,11,0,3,1048576,34112,1032,0,0,0,0,11,0.0,1015.0784123910939
0,0,0,4,0,0,8192,11,0,3,1048576,34112,1048,0,0,0,0,11,0.0,999.5958055290753
28,191528,0,4,0,0,8192,8,0,3,1048576,34112,1176,0,0,191556,0,8,0.0,890.8887000849618
28,161432,0,4,0,0,8192,8,0,3,1048576,34112,1184,0,0,161460,0,8,0.0,884.8742616033755
28,161448,0,4,0,0,8192,8,0,3,4194304,34112,1184,0,0,161476,0,8,0.0,3539.497046413502
28,191548,0,4,0,0,8192,8,0,3,4194304,34112,1176,0,0,191576,0,8,0.0,3563.554800339847
0,0,0,4,0,0,8192,6,0,3,1048576,0,1464,0,0,0,0,6,0.0,715.7515358361775
0,0,0,4,0,0,8192,6,0,3,1048576,0,1448,0,0,0,0,6,0.0,723.6549344375431
28,2294808,0,5,0,0,0,8,0,6,0,33088,1184,0,0,2294836,0,8,0.0,0.0
0,0,0,4,0,0,8192,8,0,3,1048576,34112,1008,0,0,0,0,8,0.0,1039.222993062438
28,173856,0,4,0,0,8192,48,0,3,1048576,34144,1160,0,0,173884,0,48,0.0,903.1662360034453
56,64532,0,4,0,0,8192,48,0,3,1048576,34144,1360,0,0,64588,0,48,0.0,770.4452608376193
84,7904,10,10,0,0,57344,14,10,5,262144,49472,2072,0,0,7988,100,24,0.0,126.45634346357936
84,7216,10,10,60336,404,65536,14,10,6,262144,16704,2208,0,0,7300,100,24,0.0066957256741303015,118.67089180624717
84,72096,10,10,83840,404,66376,14,10,7,262144,16736,2208,0,0,72180,100,24,0.004818644815782255,118.67089180624717
28,5248,6,6,658560,370,4096,9,0,4,262144,320,21728,0,0,5276,36,9,0.000561831022486907,12.06424593860739
28,6400,6,6,862688,370,4096,9,0,5,262144,320,21728,0,0,6428,36,9,0.0004288915240602349,12.06424593860739
84,37776,10,10,298384,166,307200,14,10,5,262144,16704,5816,0,0,37860,100,24,0.0005563282336578582,45.06515385937769
84,369008,10,10,413744,168,325168,14,10,6,262144,16736,5816,0,0,369092,100,24,0.0004060472029873473,45.06515385937769
28,5136,6,6,166240,166,4096,9,0,4,262144,320,5592,0,0,5164,36,9,0.0009985502974597122,46.870016091543
28,6240,6,6,238928,166,4096,9,0,5,262144,320,5592,0,0,6268,36,9,0.0006947670646928586,46.870016091543
84,71328,10,10,74272,232,61760,14,10,6,262144,16736,1344,0,0,71412,100,24,0.003123611541206091,194.90260223048327
84,31872,10,10,196640,258,204800,14,10,5,262144,16704,14976,0,0,31956,100,24,0.0013120356385494377,17.503104760632972
84,235792,10,10,267760,260,200464,14,10,6,262144,16736,14976,0,0,235876,100,24,0.0009710151963878234,17.503104760632972
28,5104,6,6,205136,192,4096,9,0,4,262144,320,14816,0,0,5132,36,9,0.0009359598707205429,17.692110413713976
28,6080,6,6,303856,192,4096,9,0,5,262144,320,14816,0,0,6108,36,9,0.000631876178597169,17.692110413713976
84,13376,10,10,72752,279,77824,14,10,5,262144,16704,1072,0,0,13460,100,24,0.0038348934064574656,244.309412861137
84,88816,10,10,103824,280,76816,14,10,6,262144,16736,1072,0,0,88900,100,24,0.002696845653744281,244.309412861137
28,5156460,0,4,0,0,5156452,8,0,3,1048576,34144,1388,0,0,5156488,0,8,0.0,754.9143268538517
